node,technology,year_vtg,year_act,mode,time,type_addon,value,unit
R12_PAS,coal_adv,2045,2080,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2045,2090,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2045,2100,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2045,2110,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2050,2050,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2050,2055,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2050,2060,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2050,2070,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2050,2080,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2050,2090,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2050,2100,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2050,2110,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2055,2055,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2055,2060,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2055,2070,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2055,2080,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2055,2090,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2055,2100,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2055,2110,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2060,2060,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2060,2070,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2060,2080,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2060,2090,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2060,2100,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2060,2110,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2070,2070,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2070,2080,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2070,2090,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2070,2100,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2070,2110,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2080,2080,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2080,2090,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2080,2100,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2080,2110,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2090,2090,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2090,2100,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2090,2110,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2100,2100,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2100,2110,M4,year,coal_adv_rccs_addon,1,-
R12_PAS,coal_adv,2110,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2020,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2025,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1990,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2020,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2025,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,1995,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2020,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2025,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2000,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2020,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2025,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2005,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2020,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2025,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2010,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2020,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2025,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2015,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2020,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2025,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2020,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2025,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2025,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2030,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2030,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2035,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2035,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2040,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2040,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2045,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2045,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2050,2050,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2050,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2050,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2050,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2050,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2050,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2050,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2050,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2055,2055,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2055,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2055,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2055,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2055,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2055,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2055,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2060,2060,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2060,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2060,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2060,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2060,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2060,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2070,2070,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2070,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2070,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2070,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2070,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2080,2080,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2080,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2080,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2080,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2090,2090,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2090,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2090,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2100,2100,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2100,2110,M4,year,coal_adv_rccs_addon,1,-
R12_CHN,coal_adv,2110,2110,M4,year,coal_adv_rccs_addon,1,-
